-7.45367775956801,-3.1563606563685
-8.32961414040525,-3.72439624724824
-8.1131866392229,-2.35875625264167
-7.36124939572161,-2.40617265731077
-7.34494865301249,-2.21152209161079
-8.39327224702514,-3.72011645047457
-8.79074979909459,-3.05309765590127
-8.8443761543795,-3.06280516570011
-7.67268324745472,-3.16548941058846
-7.89776811923883,-3.03302699323671
-7.55554543224921,-3.80567280388688
-7.58539006375935,-3.85360234509596
-8.15099989876926,-2.51782545088083
-8.80351888304117,-2.9977081834663
-7.40283246324142,-2.43548587582358
-7.58907343785887,-3.13717682793202
-8.69153502177763,-2.4589018744126
-7.15007247796898,-2.44740941921736
-7.44962710594172,-2.25258597386595
-8.75842283348864,-2.44844422443832
-7.58464295769434,-3.73170115598725
-7.59498823908033,-3.2273562587289
-8.144719308754,-3.79064872843487
-8.73989095697739,-2.3549902156808
-8.53746867773361,-3.77769640121697
-7.35270331688152,-3.31819230455367
-8.63454959926382,-4.08957592903751
-8.83770600387393,-3.17730698959216
-8.36555759822298,-4.154799609948
-8.28032800144523,-4.12571101407559
-8.51880767018123,-3.89371373674746
-7.45710615851023,-2.11581407934061
-9.01161839053179,-3.18731231668581
-8.88105783197418,-2.18908991402499
-7.51025382907988,-4.0434495713945
-8.48375744705978,-4.098836052379
-9.7008099296076,-1.71397715847421
-9.7,-4
-8.07774248451338,-2.95894392436706
-8.012107187976,-2.80951269860842
-7.45325871265397,-2.42169957097643
-8.18778563459046,-2.81929589045282
-8.18904260805626,-2.71862951483726
-8.19743244559976,-3.62070821939629
-8.5941982327904,-3.87524786456448
-7.3320819603267,-2.97005372490421
-8.61349872467761,-3.6983290732985
-8.18426743331465,-3.1043139716236
-7.2188641449371,-2.24652754037033
-8.03306721705341,-3.16749291543644
-9.02726109477639,-2.30448123413834
-7.42667985780896,-2.34919259525167
-7.26348066929332,-2.18435201681552
-8.42844333152795,-3.85333379336643
-7.5986972371853,-3.36961753678202
-7.58343161483026,-2.30156301250398
-8.95399803704323,-2.80580669294573
-7.18496600190191,-2.51372679059707
-7.36690936475573,-3.18748365625706
-9.00639386061656,-2.13833826471507
-7.60459503940022,-3.3074042258076
-7.34080894209999,-2.51751465052534
-8.45922542010346,-3.71669060778645
-7.05813889697233,-2.28193918949627
-7.42208029343894,-3.93333243617794
-7.30363027120203,-4.08860121840559
-8.10122632762206,-2.20353660595732
-7.44523483821247,-3.31605005027231
-8.03260137394847,-2.43979335605123
-8.42069019402927,-3.98539141393259
-8.81243038290522,-3.8112265035076
-7.25431010181889,-2.03691087783951
-7.50512628777667,-3.23733937648298
-8.90475077493975,-2.95031274725504
-9.07105159376586,-3.03907226556378
-7.02180123239427,-2.08724479533177
-7.36445090416659,-3.86748273739135
-7.19537518727373,-2.33150548872901
-9.20926651926169,-3.01314902173088
-8.91787961204548,-3.23496827126757
-8.70555725046913,-2.1708713672796
-7.31264572597907,-2.29526778814914
-8.87103078045792,-2.43886730887856
-9.1672560150014,-3.16570946273347
-8.91667218647745,-2.32007455817016
-9.1294511854427,-2.97254917497963
-8.53092408498025,-3.98148640543503
-8.65898385529562,-3.73983546324754
-9.07328728538248,-3.1511932411431
-8.64161512050974,-2.33155310071045
-9.20618608811989,-2.85626324793702
-7.14650530020629,-2.29181909270632
-9.14279415886372,-3.0662014567822
-8.19152361563922,-2.09462791881648
-8.54891311386189,-3.60804324134538
-7.28835073363599,-3.98375236705172
-7.42264552336067,-3.80001654846186
-7.27502732838169,-3.87376254527036
-8.66097655101225,-3.87661887791448
-7.50785221453642,-3.94720010052564
-7.2692514169708,-2.47773148807398
-9.26893845186027,-1.67890569499117
-8.206618272985,-2.3705341903285
-9.01575057941524,-2.9286091720837
-6.95256872536751,-1.49613894639891
-8.36412890143982,-3.81505829595264
-7.0359360924067,-3.27955532474311
-8.21345243881696,-4.02229012838383
-8.10294158160719,-3.93065104366703
-8.82473419353665,-2.09847701567619
-7.54777718242847,-4.21902343414264
-7.44343141066835,-4.08375525959273
